2.00000000e+00 5.96534572e+00
1.00000000e+00 1.95249244e+00
5.00000000e-01 8.08532655e-01
2.50000000e-01 3.69962688e-01
1.25000000e-01 1.77198335e-01
6.25000000e-02 8.67440229e-02
3.12500000e-02 4.29190604e-02
1.56250000e-02 2.13476174e-02
7.81250000e-03 1.06459943e-02
3.90625000e-03 5.31606390e-03
1.95312500e-03 2.65630118e-03
9.76562500e-04 1.32771821e-03
4.88281250e-04 6.63751052e-04
2.44140625e-04 3.31848519e-04
1.22070312e-04 1.65917508e-04
6.10351562e-05 8.29570682e-05
3.05175781e-05 4.14781144e-05
1.52587891e-05 2.07389722e-05
7.62939453e-06 1.03694520e-05
3.81469727e-06 5.18477925e-06
1.90734863e-06 2.59244286e-06
9.53674316e-07 1.29627467e-06
4.76837158e-07 6.48539821e-07
2.38418579e-07 3.25370887e-07
1.19209290e-07 1.63320759e-07
5.96046448e-08 8.13643726e-08
2.98023224e-08 5.15620502e-08
1.49011612e-08 3.66608890e-08
7.45058060e-09 3.66608890e-08
3.72529030e-09 3.66608890e-08
1.86264515e-09 1.55870179e-07
9.31322575e-10 3.94288758e-07
4.65661287e-10 8.25484006e-08
2.32830644e-10 8.71125916e-07
1.16415322e-10 2.77847455e-06
5.82076609e-11 2.77847455e-06
2.91038305e-11 1.04078691e-05
1.45519152e-11 1.04078691e-05
7.27595761e-12 4.09254472e-05
3.63797881e-12 2.01097090e-05
1.81898940e-12 2.01097090e-05
9.09494702e-13 2.01097090e-05
4.54747351e-13 4.68171541e-04
2.27373675e-13 4.68171541e-04
1.13686838e-13 4.68171541e-04
5.68434189e-14 4.68171541e-04
2.84217094e-14 4.68171541e-04
1.42108547e-14 4.68171541e-04
7.10542736e-15 3.17181715e-02
3.55271368e-15 3.17181715e-02
1.77635684e-15 3.17181715e-02
